task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,signal_block_required
SIG1391,AST0952,SEC052,Signal,Signal Inspection,Signal post tilt,2,HIGH,2025-11-12,2025-11-15,2025-11-22,4.6,2,HIGH,Pending,True
SIG1392,AST0886,SEC061,Communication Equipment,Track Circuit Maintenance,Insulation failure,2,HIGH,2025-09-28,2025-09-30,2025-10-10,7.4,7,HIGH,Pending,False
SIG1393,AST0995,SEC020,Axle Counter,Relay Replacement,Contact oxidation,3,MEDIUM,2025-09-02,2025-09-03,2025-09-21,5.2,12,MEDIUM,Completed,False
SIG1394,AST0884,SEC059,Interlocking,Point Machine Servicing,Motor fault,3,MEDIUM,2025-02-17,2025-02-18,2025-03-15,11.8,4,MEDIUM,Completed,False
SIG1395,AST0913,SEC013,Point Machine,Point Machine Servicing,Clutch slip,5,LOW,2025-09-23,2025-09-26,2025-11-10,2.6,5,LOW,Scheduled,False
SIG1396,AST0784,SEC034,Signal,Point Machine Servicing,Motor fault,3,MEDIUM,2025-05-11,2025-05-13,2025-06-08,2.6,6,MEDIUM,Completed,True
SIG1397,AST0776,SEC026,Signal,Interlocking Test,Overlap fault,4,LOW,2025-03-16,2025-03-17,2025-05-07,7.5,13,LOW,Completed,True
SIG1398,AST0871,SEC046,Level Crossing Equipment,Signal Inspection,Lens damage,4,LOW,2025-05-12,2025-05-13,2025-07-07,10.2,14,LOW,Completed,False
SIG1399,AST0949,SEC049,Relay,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-07-18,2025-07-21,2025-08-17,12.0,7,LOW,Pending,True
SIG1400,AST0704,SEC029,Signal,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-01-10,2025-01-11,2025-01-30,11.1,15,MEDIUM,Completed,True
SIG1401,AST0822,SEC072,Communication Equipment,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-06-09,2025-06-11,2025-07-06,4.9,10,MEDIUM,Completed,True
SIG1402,AST0979,SEC004,Axle Counter,Relay Replacement,Coil failure,3,MEDIUM,2025-06-05,2025-06-07,2025-06-28,6.1,2,MEDIUM,Completed,True
SIG1403,AST0967,SEC067,Level Crossing Equipment,Level Crossing Maintenance,Bell failure,5,LOW,2025-03-26,2025-03-26,2025-05-26,10.1,3,LOW,Completed,False
SIG1404,AST0915,SEC015,Axle Counter,Signal Inspection,Lens damage,3,MEDIUM,2025-05-13,2025-05-16,2025-06-14,6.4,15,MEDIUM,Completed,False
SIG1405,AST0737,SEC062,Point Machine,Interlocking Test,Overlap fault,2,HIGH,2025-10-26,2025-10-27,2025-11-08,1.7,11,HIGH,Pending,True
SIG1406,AST0959,SEC059,Level Crossing Equipment,Level Crossing Maintenance,Gate motor issue,4,LOW,2025-07-04,2025-07-04,2025-08-22,1.2,11,LOW,Pending,False
SIG1407,AST0835,SEC010,Axle Counter,Track Circuit Maintenance,Feed-end issue,4,LOW,2025-09-19,2025-09-22,2025-10-17,10.1,15,LOW,Completed,True
SIG1408,AST0978,SEC003,Track Circuit,Relay Replacement,Timing drift,3,MEDIUM,2025-02-16,2025-02-16,2025-03-03,7.1,9,MEDIUM,Cancelled,False
SIG1409,AST0812,SEC062,Interlocking,Track Circuit Maintenance,Insulation failure,4,LOW,2025-11-11,2025-11-13,2025-12-30,8.1,13,LOW,Pending,True
SIG1410,AST0985,SEC010,Point Machine,Track Circuit Maintenance,Insulation failure,4,LOW,2025-10-29,2025-11-01,2025-12-31,4.2,9,LOW,Scheduled,False
SIG1411,AST0852,SEC027,Interlocking,Track Circuit Maintenance,Bonding defect,5,LOW,2025-07-15,2025-07-15,2025-09-23,4.4,2,LOW,Cancelled,True
SIG1412,AST0711,SEC036,Level Crossing Equipment,Signal Inspection,Lamp failure,3,MEDIUM,2025-08-22,2025-08-24,2025-09-10,3.2,14,MEDIUM,Pending,True
SIG1413,AST0810,SEC060,Track Circuit,Communication Equipment Repair,Control phone failure,2,HIGH,2025-04-19,2025-04-19,2025-04-29,6.5,2,HIGH,Pending,True
SIG1414,AST0763,SEC013,Axle Counter,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-02-05,2025-02-08,2025-03-26,11.9,13,LOW,Scheduled,False
SIG1415,AST0896,SEC071,Signal,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-02-01,2025-02-03,2025-02-25,8.5,12,MEDIUM,Cancelled,False
SIG1416,AST0952,SEC052,Signal,Relay Replacement,Timing drift,4,LOW,2025-12-05,2025-12-07,2026-01-10,9.8,2,LOW,Completed,True
SIG1417,AST0968,SEC068,Signal,Relay Replacement,Timing drift,4,LOW,2025-02-08,2025-02-08,2025-03-21,8.0,7,LOW,Completed,True
SIG1418,AST0788,SEC038,Interlocking,Axle Counter Calibration,Count error,4,LOW,2025-08-08,2025-08-08,2025-10-04,2.2,5,LOW,Pending,True
SIG1419,AST0946,SEC046,Track Circuit,Communication Equipment Repair,Radio fault,4,LOW,2025-07-05,2025-07-08,2025-08-02,10.9,14,LOW,Pending,True
SIG1420,AST0764,SEC014,Interlocking,Track Circuit Maintenance,Bonding defect,3,MEDIUM,2025-11-26,2025-11-28,2025-12-23,3.3,14,MEDIUM,Completed,True
SIG1421,AST0991,SEC016,Level Crossing Equipment,Point Machine Servicing,Motor fault,4,LOW,2025-02-26,2025-02-28,2025-04-10,5.9,9,LOW,Pending,False
SIG1422,AST0762,SEC012,Track Circuit,Axle Counter Calibration,Reset failure,2,HIGH,2025-02-05,2025-02-07,2025-02-19,4.1,14,HIGH,Scheduled,False
SIG1423,AST0966,SEC066,Communication Equipment,Level Crossing Maintenance,Lighting defect,1,CRITICAL,2025-03-07,2025-03-08,2025-03-15,8.3,5,HIGH,Pending,True
SIG1424,AST0985,SEC010,Point Machine,Level Crossing Maintenance,Boom barrier fault,4,LOW,2025-08-05,2025-08-07,2025-09-25,4.2,4,LOW,Pending,False
SIG1425,AST0770,SEC020,Track Circuit,Axle Counter Calibration,Cable fault,4,LOW,2025-11-03,2025-11-05,2025-12-22,5.4,7,LOW,Completed,True
SIG1426,AST0717,SEC042,Relay,Interlocking Test,Overlap fault,2,HIGH,2025-08-31,2025-09-01,2025-09-12,6.1,8,HIGH,Completed,True
SIG1427,AST0726,SEC051,Communication Equipment,Relay Replacement,Mechanical wear,4,LOW,2025-09-25,2025-09-26,2025-11-13,6.3,4,LOW,Completed,False
SIG1428,AST0805,SEC055,Relay,Communication Equipment Repair,Fiber break,5,LOW,2025-06-02,2025-06-02,2025-08-13,7.4,12,LOW,Cancelled,True
SIG1429,AST0770,SEC020,Track Circuit,Communication Equipment Repair,Fiber break,2,HIGH,2025-05-27,2025-05-30,2025-06-07,11.3,5,HIGH,Completed,False
SIG1430,AST0918,SEC018,Communication Equipment,Signal Inspection,Aspect error,1,CRITICAL,2025-06-23,2025-06-23,2025-06-28,8.1,4,HIGH,Completed,False
SIG1431,AST0940,SEC040,Interlocking,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-09-10,2025-09-12,2025-10-11,2.8,7,MEDIUM,Completed,False
SIG1432,AST0767,SEC017,Level Crossing Equipment,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-05-20,2025-05-22,2025-06-19,9.3,15,MEDIUM,Scheduled,True
SIG1433,AST0742,SEC067,Communication Equipment,Axle Counter Calibration,Reset failure,4,LOW,2025-05-08,2025-05-08,2025-06-14,1.2,9,LOW,Scheduled,True
SIG1434,AST0829,SEC004,Relay,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-11-23,2025-11-24,2025-12-11,10.8,12,MEDIUM,Scheduled,False
SIG1435,AST0845,SEC020,Relay,Signal Inspection,Signal post tilt,3,MEDIUM,2025-04-01,2025-04-01,2025-05-01,11.2,6,MEDIUM,Completed,True
SIG1436,AST0897,SEC072,Point Machine,Relay Replacement,Contact oxidation,2,HIGH,2025-02-03,2025-02-06,2025-02-19,7.9,3,HIGH,Completed,True
SIG1437,AST0785,SEC035,Point Machine,Signal Inspection,Lamp failure,3,MEDIUM,2025-09-18,2025-09-19,2025-10-14,11.3,14,MEDIUM,Cancelled,True
SIG1438,AST0860,SEC035,Interlocking,Axle Counter Calibration,Sensor misalignment,2,HIGH,2025-11-30,2025-12-02,2025-12-10,1.6,8,HIGH,Completed,False
SIG1439,AST0947,SEC047,Axle Counter,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-02-24,2025-02-24,2025-03-17,9.6,9,MEDIUM,Completed,False
SIG1440,AST0879,SEC054,Level Crossing Equipment,Point Machine Servicing,Motor fault,3,MEDIUM,2025-07-16,2025-07-17,2025-08-07,3.7,2,MEDIUM,Pending,False
SIG1441,AST0949,SEC049,Relay,Point Machine Servicing,Detection rod issue,2,HIGH,2025-02-02,2025-02-04,2025-02-18,4.4,6,HIGH,Completed,True
SIG1442,AST0785,SEC035,Point Machine,Point Machine Servicing,Motor fault,3,MEDIUM,2025-07-03,2025-07-06,2025-07-30,8.5,9,MEDIUM,Scheduled,True
SIG1443,AST0753,SEC003,Point Machine,Level Crossing Maintenance,Gate motor issue,4,LOW,2025-06-02,2025-06-03,2025-07-31,6.3,11,LOW,Completed,True
SIG1444,AST0868,SEC043,Interlocking,Relay Replacement,Timing drift,4,LOW,2025-01-13,2025-01-15,2025-03-01,1.6,5,LOW,Pending,False
SIG1445,AST0876,SEC051,Interlocking,Communication Equipment Repair,Radio fault,2,HIGH,2025-12-01,2025-12-04,2025-12-19,2.4,6,HIGH,Completed,True
SIG1446,AST0887,SEC062,Level Crossing Equipment,Point Machine Servicing,Lock bar defect,5,LOW,2025-06-01,2025-06-04,2025-08-23,4.4,6,LOW,Pending,False
SIG1447,AST0876,SEC051,Interlocking,Point Machine Servicing,Motor fault,4,LOW,2025-12-08,2025-12-11,2026-01-14,1.3,12,LOW,Completed,False
SIG1448,AST0866,SEC041,Track Circuit,Relay Replacement,Mechanical wear,5,LOW,2025-10-17,2025-10-19,2026-01-07,8.0,3,LOW,Scheduled,True
SIG1449,AST0740,SEC065,Interlocking,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-10-11,2025-10-13,2025-11-06,6.3,5,MEDIUM,Cancelled,True
SIG1450,AST0893,SEC068,Relay,Track Circuit Maintenance,Insulation failure,3,MEDIUM,2025-09-21,2025-09-21,2025-10-07,3.0,10,MEDIUM,Completed,True
SIG1451,AST0711,SEC036,Level Crossing Equipment,Communication Equipment Repair,Fiber break,5,LOW,2025-11-27,2025-11-29,2026-01-20,1.1,3,LOW,Completed,False
SIG1452,AST0787,SEC037,Axle Counter,Relay Replacement,Contact oxidation,4,LOW,2025-04-05,2025-04-08,2025-05-10,1.4,3,LOW,Completed,False
SIG1453,AST0969,SEC069,Point Machine,Relay Replacement,Contact oxidation,4,LOW,2025-10-11,2025-10-11,2025-12-02,11.5,4,LOW,Completed,False
SIG1454,AST0771,SEC021,Axle Counter,Point Machine Servicing,Lock bar defect,4,LOW,2025-02-13,2025-02-15,2025-03-30,7.7,5,LOW,Completed,False
SIG1455,AST0912,SEC012,Signal,Interlocking Test,Signal interlocking mismatch,1,CRITICAL,2025-04-05,2025-04-08,2025-04-14,8.2,13,HIGH,Pending,False
SIG1456,AST0903,SEC003,Level Crossing Equipment,Communication Equipment Repair,Control phone failure,1,CRITICAL,2025-08-02,2025-08-02,2025-08-05,10.9,7,HIGH,Pending,False
SIG1457,AST0706,SEC031,Track Circuit,Interlocking Test,Route locking fault,3,MEDIUM,2025-06-09,2025-06-09,2025-07-02,9.0,3,MEDIUM,Scheduled,True
SIG1458,AST0730,SEC055,Track Circuit,Interlocking Test,Logic error,4,LOW,2025-12-10,2025-12-13,2026-01-28,1.8,5,LOW,Scheduled,True
SIG1459,AST0734,SEC059,Communication Equipment,Track Circuit Maintenance,Receiver fault,2,HIGH,2025-02-21,2025-02-22,2025-03-09,7.4,8,HIGH,Completed,False
SIG1460,AST0705,SEC030,Point Machine,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-09-27,2025-09-30,2025-10-19,8.3,13,MEDIUM,Scheduled,True
SIG1461,AST0963,SEC063,Axle Counter,Point Machine Servicing,Clutch slip,2,HIGH,2025-01-12,2025-01-12,2025-01-26,9.8,7,HIGH,Pending,False
SIG1462,AST0935,SEC035,Level Crossing Equipment,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-12-09,2025-12-12,2025-12-29,10.0,8,MEDIUM,Pending,True
SIG1463,AST0818,SEC068,Track Circuit,Track Circuit Maintenance,Feed-end issue,1,CRITICAL,2025-05-11,2025-05-14,2025-05-21,9.3,8,HIGH,Completed,True
SIG1464,AST0748,SEC073,Interlocking,Signal Inspection,Lens damage,1,CRITICAL,2025-05-24,2025-05-25,2025-05-31,10.1,2,HIGH,Pending,True
SIG1465,AST0783,SEC033,Level Crossing Equipment,Axle Counter Calibration,Count error,2,HIGH,2025-05-03,2025-05-04,2025-05-17,5.4,7,HIGH,Pending,True
SIG1466,AST0831,SEC006,Level Crossing Equipment,Relay Replacement,Coil failure,4,LOW,2025-01-13,2025-01-13,2025-02-25,2.7,10,LOW,Completed,True
SIG1467,AST0762,SEC012,Track Circuit,Communication Equipment Repair,Fiber break,1,CRITICAL,2025-09-27,2025-09-27,2025-10-04,8.2,14,HIGH,Completed,True
SIG1468,AST0894,SEC069,Communication Equipment,Communication Equipment Repair,Radio fault,2,HIGH,2025-06-20,2025-06-21,2025-07-04,11.6,3,HIGH,In Progress,True
SIG1469,AST0930,SEC030,Track Circuit,Signal Inspection,Aspect error,2,HIGH,2025-04-14,2025-04-14,2025-04-25,5.6,6,HIGH,Cancelled,True
SIG1470,AST0790,SEC040,Communication Equipment,Track Circuit Maintenance,Insulation failure,1,CRITICAL,2025-02-17,2025-02-17,2025-02-20,5.8,15,HIGH,Completed,False
SIG1471,AST0740,SEC065,Interlocking,Axle Counter Calibration,Count error,1,CRITICAL,2025-11-24,2025-11-27,2025-12-04,8.5,6,HIGH,Completed,True
SIG1472,AST0706,SEC031,Track Circuit,Level Crossing Maintenance,Gate motor issue,2,HIGH,2025-11-12,2025-11-15,2025-11-28,1.4,8,HIGH,Completed,True
SIG1473,AST0745,SEC070,Point Machine,Point Machine Servicing,Detection rod issue,3,MEDIUM,2025-05-07,2025-05-08,2025-05-22,11.7,10,MEDIUM,Scheduled,True
SIG1474,AST0978,SEC003,Track Circuit,Track Circuit Maintenance,Bonding defect,2,HIGH,2025-11-17,2025-11-18,2025-11-28,6.2,6,HIGH,Scheduled,True
SIG1475,AST0995,SEC020,Axle Counter,Interlocking Test,Route locking fault,1,CRITICAL,2025-03-06,2025-03-06,2025-03-12,4.3,11,HIGH,In Progress,True
SIG1476,AST0875,SEC050,Axle Counter,Relay Replacement,Timing drift,2,HIGH,2025-09-12,2025-09-14,2025-09-27,7.0,11,HIGH,Completed,True
SIG1477,AST0797,SEC047,Relay,Level Crossing Maintenance,Boom barrier fault,3,MEDIUM,2025-05-04,2025-05-07,2025-06-03,10.5,3,MEDIUM,Pending,False
SIG1478,AST0726,SEC051,Communication Equipment,Level Crossing Maintenance,Boom barrier fault,2,HIGH,2025-06-24,2025-06-25,2025-07-08,2.1,13,HIGH,In Progress,False
SIG1479,AST0844,SEC019,Interlocking,Level Crossing Maintenance,Bell failure,2,HIGH,2025-04-24,2025-04-25,2025-05-06,8.3,8,HIGH,Pending,True
SIG1480,AST0847,SEC022,Level Crossing Equipment,Track Circuit Maintenance,Bonding defect,5,LOW,2025-01-04,2025-01-04,2025-03-08,1.5,2,LOW,Scheduled,True
SIG1481,AST0722,SEC047,Track Circuit,Level Crossing Maintenance,Bell failure,2,HIGH,2025-04-09,2025-04-11,2025-04-26,10.4,14,HIGH,Pending,False
SIG1482,AST0992,SEC017,Signal,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-05-04,2025-05-05,2025-07-04,9.5,11,LOW,Completed,True
SIG1483,AST0851,SEC026,Axle Counter,Axle Counter Calibration,Cable fault,2,HIGH,2025-06-08,2025-06-11,2025-06-20,10.0,7,HIGH,Completed,True
SIG1484,AST0927,SEC027,Level Crossing Equipment,Communication Equipment Repair,Fiber break,4,LOW,2025-06-27,2025-06-29,2025-08-02,1.6,6,LOW,Pending,False
SIG1485,AST0817,SEC067,Point Machine,Signal Inspection,Lamp failure,5,LOW,2025-04-27,2025-04-28,2025-06-21,8.6,11,LOW,In Progress,True
SIG1486,AST0722,SEC047,Track Circuit,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-12-17,2025-12-20,2026-01-09,10.6,7,MEDIUM,Cancelled,True
SIG1487,AST0986,SEC011,Track Circuit,Axle Counter Calibration,Reset failure,4,LOW,2025-09-03,2025-09-05,2025-10-10,6.4,5,LOW,In Progress,True
SIG1488,AST0831,SEC006,Level Crossing Equipment,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-12-01,2025-12-03,2025-12-21,7.0,8,MEDIUM,In Progress,False
SIG1489,AST0996,SEC021,Interlocking,Signal Inspection,Aspect error,3,MEDIUM,2025-09-22,2025-09-25,2025-10-09,6.3,13,MEDIUM,Completed,True
SIG1490,AST0788,SEC038,Interlocking,Signal Inspection,Lamp failure,4,LOW,2025-06-09,2025-06-09,2025-07-21,6.3,4,LOW,In Progress,True
SIG1491,AST0878,SEC053,Communication Equipment,Track Circuit Maintenance,Insulation failure,4,LOW,2025-06-17,2025-06-17,2025-07-15,4.4,5,LOW,Pending,False
SIG1492,AST0947,SEC047,Axle Counter,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-06-27,2025-06-30,2025-08-03,7.5,5,LOW,Completed,True
SIG1493,AST0816,SEC066,Signal,Relay Replacement,Timing drift,3,MEDIUM,2025-08-28,2025-08-31,2025-09-30,1.3,12,MEDIUM,In Progress,True
SIG1494,AST0907,SEC007,Axle Counter,Signal Inspection,Lamp failure,3,MEDIUM,2025-01-14,2025-01-17,2025-02-05,4.1,3,MEDIUM,Cancelled,False
SIG1495,AST0946,SEC046,Track Circuit,Track Circuit Maintenance,Receiver fault,5,LOW,2025-06-05,2025-06-06,2025-09-03,4.0,9,LOW,Cancelled,True
SIG1496,AST0739,SEC064,Axle Counter,Communication Equipment Repair,Radio fault,2,HIGH,2025-06-10,2025-06-13,2025-06-20,5.7,14,HIGH,Completed,True
SIG1497,AST0903,SEC003,Level Crossing Equipment,Point Machine Servicing,Lock bar defect,2,HIGH,2025-04-06,2025-04-09,2025-04-24,11.4,2,HIGH,Pending,False
SIG1498,AST0843,SEC018,Axle Counter,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-02-08,2025-02-09,2025-03-01,9.8,4,MEDIUM,Completed,False
SIG1499,AST0838,SEC013,Communication Equipment,Signal Inspection,Lamp failure,3,MEDIUM,2025-02-25,2025-02-25,2025-03-18,1.3,12,MEDIUM,Completed,False
SIG1500,AST0798,SEC048,Communication Equipment,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-12-05,2025-12-05,2026-01-04,7.5,5,MEDIUM,Scheduled,False
SIG1501,AST0755,SEC005,Axle Counter,Signal Inspection,Lamp failure,1,CRITICAL,2025-06-17,2025-06-17,2025-06-24,11.6,9,HIGH,Cancelled,True
SIG1502,AST0921,SEC021,Point Machine,Axle Counter Calibration,Count error,2,HIGH,2025-04-29,2025-05-02,2025-05-15,1.1,2,HIGH,Pending,False
SIG1503,AST0968,SEC068,Signal,Axle Counter Calibration,Reset failure,5,LOW,2025-02-15,2025-02-18,2025-04-30,10.0,6,LOW,Pending,True
SIG1504,AST0799,SEC049,Level Crossing Equipment,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-03-08,2025-03-11,2025-04-07,9.0,14,MEDIUM,Cancelled,True
SIG1505,AST0973,SEC073,Relay,Interlocking Test,Overlap fault,3,MEDIUM,2025-05-26,2025-05-29,2025-06-17,1.1,10,MEDIUM,Pending,False
SIG1506,AST0732,SEC057,Interlocking,Relay Replacement,Contact oxidation,1,CRITICAL,2025-03-06,2025-03-07,2025-03-13,4.2,7,HIGH,Completed,True
SIG1507,AST0872,SEC047,Signal,Communication Equipment Repair,Control phone failure,2,HIGH,2025-02-24,2025-02-24,2025-03-03,6.1,9,HIGH,Completed,False
SIG1508,AST0826,SEC001,Track Circuit,Signal Inspection,Lens damage,4,LOW,2025-07-12,2025-07-14,2025-08-13,8.8,2,LOW,Pending,True
SIG1509,AST0808,SEC058,Signal,Track Circuit Maintenance,Bonding defect,4,LOW,2025-03-07,2025-03-07,2025-05-03,7.2,2,LOW,Pending,True
SIG1510,AST0804,SEC054,Interlocking,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-02-10,2025-02-13,2025-03-01,5.9,5,MEDIUM,Scheduled,True
SIG1511,AST0990,SEC015,Communication Equipment,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-11-14,2025-11-14,2025-12-12,9.4,6,MEDIUM,Scheduled,True
SIG1512,AST0955,SEC055,Axle Counter,Axle Counter Calibration,Reset failure,1,CRITICAL,2025-10-03,2025-10-05,2025-10-12,6.9,2,HIGH,Pending,True
SIG1513,AST0730,SEC055,Track Circuit,Signal Inspection,Lamp failure,3,MEDIUM,2025-03-08,2025-03-10,2025-04-02,9.0,6,MEDIUM,Pending,False
SIG1514,AST0930,SEC030,Track Circuit,Level Crossing Maintenance,Bell failure,5,LOW,2025-08-18,2025-08-20,2025-11-15,2.0,2,LOW,Pending,True
SIG1515,AST0962,SEC062,Track Circuit,Track Circuit Maintenance,Insulation failure,3,MEDIUM,2025-11-24,2025-11-27,2025-12-14,5.7,9,MEDIUM,Cancelled,True
SIG1516,AST0959,SEC059,Level Crossing Equipment,Signal Inspection,Lens damage,4,LOW,2025-05-13,2025-05-13,2025-06-13,7.7,2,LOW,Completed,False
SIG1517,AST0774,SEC024,Communication Equipment,Communication Equipment Repair,Fiber break,2,HIGH,2025-01-22,2025-01-23,2025-02-02,3.9,4,HIGH,Cancelled,False
SIG1518,AST0713,SEC038,Point Machine,Relay Replacement,Mechanical wear,5,LOW,2025-10-09,2025-10-11,2026-01-02,6.6,14,LOW,Completed,False
SIG1519,AST0730,SEC055,Track Circuit,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-03-02,2025-03-04,2025-04-03,9.6,10,MEDIUM,Scheduled,True
SIG1520,AST0855,SEC030,Level Crossing Equipment,Signal Inspection,Lamp failure,4,LOW,2025-05-13,2025-05-13,2025-06-26,10.4,14,LOW,Pending,True
SIG1521,AST0810,SEC060,Track Circuit,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-07-23,2025-07-24,2025-08-19,3.0,8,MEDIUM,Cancelled,True
SIG1522,AST0983,SEC008,Level Crossing Equipment,Relay Replacement,Mechanical wear,5,LOW,2025-06-22,2025-06-22,2025-09-17,2.1,4,LOW,Scheduled,True
SIG1523,AST0807,SEC057,Level Crossing Equipment,Track Circuit Maintenance,Feed-end issue,1,CRITICAL,2025-08-07,2025-08-10,2025-08-13,9.2,5,HIGH,In Progress,False
SIG1524,AST0714,SEC039,Track Circuit,Signal Inspection,Lens damage,3,MEDIUM,2025-07-05,2025-07-06,2025-07-26,5.6,10,MEDIUM,Completed,True
SIG1525,AST0780,SEC030,Interlocking,Interlocking Test,Logic error,3,MEDIUM,2025-01-05,2025-01-06,2025-02-04,6.2,4,MEDIUM,Completed,True
SIG1526,AST0708,SEC033,Interlocking,Axle Counter Calibration,Cable fault,1,CRITICAL,2025-09-22,2025-09-22,2025-09-29,3.8,2,HIGH,Cancelled,False
SIG1527,AST0711,SEC036,Level Crossing Equipment,Level Crossing Maintenance,Bell failure,4,LOW,2025-07-18,2025-07-20,2025-09-10,9.1,14,LOW,Pending,False
SIG1528,AST0886,SEC061,Communication Equipment,Level Crossing Maintenance,Gate motor issue,2,HIGH,2025-03-11,2025-03-13,2025-03-20,7.7,12,HIGH,Pending,False
SIG1529,AST0983,SEC008,Level Crossing Equipment,Signal Inspection,Lamp failure,3,MEDIUM,2025-06-18,2025-06-20,2025-07-16,1.5,9,MEDIUM,Completed,True
SIG1530,AST0786,SEC036,Track Circuit,Interlocking Test,Overlap fault,5,LOW,2025-10-11,2025-10-14,2025-12-17,4.6,4,LOW,Pending,True
SIG1531,AST0905,SEC005,Point Machine,Interlocking Test,Route locking fault,3,MEDIUM,2025-03-20,2025-03-20,2025-04-05,4.2,4,MEDIUM,Scheduled,True
SIG1532,AST0953,SEC053,Point Machine,Signal Inspection,Lamp failure,4,LOW,2025-07-11,2025-07-12,2025-08-14,6.3,11,LOW,Pending,True
SIG1533,AST0995,SEC020,Axle Counter,Relay Replacement,Contact oxidation,5,LOW,2025-09-20,2025-09-22,2025-11-17,2.0,11,LOW,In Progress,True
SIG1534,AST0948,SEC048,Interlocking,Relay Replacement,Contact oxidation,3,MEDIUM,2025-11-12,2025-11-13,2025-12-05,9.5,10,MEDIUM,In Progress,False
SIG1535,AST0887,SEC062,Level Crossing Equipment,Communication Equipment Repair,Radio fault,1,CRITICAL,2025-06-12,2025-06-14,2025-06-18,7.6,5,HIGH,Completed,False
SIG1536,AST0778,SEC028,Track Circuit,Communication Equipment Repair,OFC splice loss,2,HIGH,2025-02-05,2025-02-08,2025-02-15,2.3,8,HIGH,Completed,True
SIG1537,AST0841,SEC016,Point Machine,Communication Equipment Repair,OFC splice loss,2,HIGH,2025-07-13,2025-07-16,2025-07-25,6.8,8,HIGH,Scheduled,True
SIG1538,AST0767,SEC017,Level Crossing Equipment,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-08-02,2025-08-05,2025-08-24,8.8,12,MEDIUM,Cancelled,True
SIG1539,AST0927,SEC027,Level Crossing Equipment,Interlocking Test,Route locking fault,2,HIGH,2025-06-02,2025-06-03,2025-06-14,7.1,3,HIGH,Pending,True
SIG1540,AST0905,SEC005,Point Machine,Axle Counter Calibration,Count error,3,MEDIUM,2025-05-04,2025-05-06,2025-05-22,4.2,3,MEDIUM,Completed,True
SIG1541,AST0879,SEC054,Level Crossing Equipment,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-08-09,2025-08-11,2025-09-02,9.8,5,MEDIUM,Pending,True
SIG1542,AST0942,SEC042,Communication Equipment,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-06-01,2025-06-03,2025-07-18,9.5,3,LOW,Scheduled,False
