task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status
ENG2272,AST0384,SEC009,Rail Inspection,Rail crack,2,HIGH,2025-10-15,2025-10-18,2025-10-25,1.5,6,HIGH,Pending
ENG2273,AST0111,SEC036,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-08-04,2025-08-06,2025-08-29,10.5,8,MEDIUM,In Progress
ENG2274,AST0138,SEC063,Ballast Maintenance,Fouled ballast,4,LOW,2025-07-29,2025-07-29,2025-09-15,5.1,9,LOW,Scheduled
ENG2275,AST0285,SEC060,Rail Inspection,Rail crack,3,MEDIUM,2025-02-10,2025-02-12,2025-03-03,1.9,10,MEDIUM,Completed
ENG2276,AST0021,SEC021,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-09-19,2025-09-22,2025-10-16,10.9,4,MEDIUM,Scheduled
ENG2277,AST0378,SEC003,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-06-23,2025-06-26,2025-07-19,9.6,8,MEDIUM,Scheduled
ENG2278,AST0357,SEC057,Rail Replacement,End-post fracture,1,CRITICAL,2025-08-28,2025-08-30,2025-09-06,5.5,12,HIGH,Pending
ENG2279,AST0366,SEC066,Rail Replacement,End-post fracture,4,LOW,2025-08-10,2025-08-10,2025-09-05,9.6,5,LOW,Completed
ENG2280,AST0361,SEC061,Track Geometry Correction,Gauge irregularity,4,LOW,2025-08-10,2025-08-12,2025-09-25,7.6,5,LOW,Completed
ENG2281,AST0238,SEC013,Sleeper Replacement,Broken concrete sleeper,1,CRITICAL,2025-10-02,2025-10-02,2025-10-08,8.7,15,HIGH,Pending
ENG2282,AST0074,SEC074,Rail Replacement,End-post fracture,2,HIGH,2025-10-09,2025-10-09,2025-10-16,3.3,8,HIGH,Completed
ENG2283,AST0336,SEC036,Sleeper Replacement,Missing sleeper,2,HIGH,2025-09-13,2025-09-14,2025-09-21,6.3,5,HIGH,Completed
ENG2284,AST0017,SEC017,Turnout Maintenance,Crossing nose defect,4,LOW,2025-10-21,2025-10-24,2025-12-17,5.7,4,LOW,Completed
ENG2285,AST0349,SEC049,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-10-07,2025-10-07,2025-10-13,3.4,6,HIGH,Pending
ENG2286,AST0391,SEC016,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-08-24,2025-08-25,2025-09-06,11.9,13,HIGH,In Progress
ENG2287,AST0060,SEC060,Track Alignment,Vertical misalignment,3,MEDIUM,2025-02-27,2025-02-28,2025-03-17,5.2,11,MEDIUM,Scheduled
ENG2288,AST0270,SEC045,Track Geometry Correction,Alignment defect,4,LOW,2025-09-12,2025-09-13,2025-11-11,9.1,2,LOW,In Progress
ENG2289,AST0332,SEC032,Ballast Maintenance,Drainage blockage,2,HIGH,2025-09-14,2025-09-15,2025-09-30,6.9,14,HIGH,In Progress
ENG2290,AST0184,SEC034,Track Alignment,Cant deficiency,4,LOW,2025-07-07,2025-07-07,2025-08-06,1.1,9,LOW,Completed
ENG2291,AST0091,SEC016,Rail Inspection,Rail crack,2,HIGH,2025-02-11,2025-02-14,2025-02-26,8.0,9,HIGH,Completed
ENG2292,AST0168,SEC018,Welding,Weld crack,3,MEDIUM,2025-11-10,2025-11-10,2025-11-24,3.9,5,MEDIUM,Completed
ENG2293,AST0149,SEC074,Welding,Misaligned weld,2,HIGH,2025-11-25,2025-11-26,2025-12-04,10.4,9,HIGH,Completed
ENG2294,AST0053,SEC053,Track Geometry Correction,Twist fault,2,HIGH,2025-06-08,2025-06-11,2025-06-22,5.1,11,HIGH,Completed
ENG2295,AST0102,SEC027,Welding,Weld depression,3,MEDIUM,2025-08-18,2025-08-21,2025-09-17,6.5,9,MEDIUM,Scheduled
ENG2296,AST0390,SEC015,Rail Replacement,End-post fracture,4,LOW,2025-01-22,2025-01-25,2025-03-22,3.7,10,LOW,Completed
ENG2297,AST0339,SEC039,Rail Replacement,Rail end batter,3,MEDIUM,2025-09-09,2025-09-09,2025-09-25,1.7,15,MEDIUM,Completed
ENG2298,AST0129,SEC054,Ballast Maintenance,Drainage blockage,1,CRITICAL,2025-03-21,2025-03-21,2025-03-26,5.0,4,HIGH,Completed
ENG2299,AST0103,SEC028,Welding,Weld depression,5,LOW,2025-05-18,2025-05-20,2025-07-08,7.5,12,LOW,Pending
ENG2300,AST0382,SEC007,Rail Inspection,Gauge deviation,3,MEDIUM,2025-04-25,2025-04-25,2025-05-22,2.7,4,MEDIUM,Pending
ENG2301,AST0183,SEC033,Welding,Thermit weld defect,3,MEDIUM,2025-03-20,2025-03-20,2025-04-18,2.4,5,MEDIUM,Scheduled
ENG2302,AST0320,SEC020,Track Alignment,Vertical misalignment,4,LOW,2025-07-13,2025-07-14,2025-08-21,1.1,15,LOW,Pending
ENG2303,AST0385,SEC010,Ballast Maintenance,Vegetation growth,1,CRITICAL,2025-08-21,2025-08-21,2025-08-25,1.7,4,HIGH,In Progress
ENG2304,AST0014,SEC014,Ballast Maintenance,Fouled ballast,4,LOW,2025-01-12,2025-01-14,2025-02-12,1.1,8,LOW,Completed
ENG2305,AST0092,SEC017,Ballast Maintenance,Vegetation growth,4,LOW,2025-10-14,2025-10-14,2025-12-06,11.7,8,LOW,Cancelled
ENG2306,AST0115,SEC040,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-09-26,2025-09-27,2025-10-15,3.4,12,MEDIUM,Pending
ENG2307,AST0332,SEC032,Track Alignment,Vertical misalignment,3,MEDIUM,2025-01-03,2025-01-03,2025-01-27,6.3,9,MEDIUM,In Progress
ENG2308,AST0276,SEC051,Turnout Maintenance,Point mechanism fault,2,HIGH,2025-08-18,2025-08-19,2025-09-01,5.8,7,HIGH,Completed
ENG2309,AST0139,SEC064,Track Geometry Correction,Twist fault,3,MEDIUM,2025-02-14,2025-02-14,2025-03-02,8.7,9,MEDIUM,Scheduled
ENG2310,AST0361,SEC061,Welding,Misaligned weld,3,MEDIUM,2025-08-23,2025-08-23,2025-09-08,4.2,12,MEDIUM,Completed
ENG2311,AST0343,SEC043,Track Geometry Correction,Alignment defect,4,LOW,2025-08-03,2025-08-03,2025-09-22,2.9,6,LOW,Pending
ENG2312,AST0230,SEC005,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-11-03,2025-11-06,2025-11-28,6.8,13,MEDIUM,Completed
ENG2313,AST0318,SEC018,Rail Replacement,Rail end batter,3,MEDIUM,2025-11-20,2025-11-23,2025-12-21,10.0,6,MEDIUM,In Progress
ENG2314,AST0320,SEC020,Sleeper Replacement,Missing sleeper,4,LOW,2025-11-13,2025-11-13,2025-12-28,9.7,13,LOW,Pending
ENG2315,AST0119,SEC044,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-03-08,2025-03-10,2025-03-23,9.9,3,HIGH,Scheduled
ENG2316,AST0107,SEC032,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-05-16,2025-05-16,2025-06-03,8.0,3,MEDIUM,Completed
ENG2317,AST0253,SEC028,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-02-02,2025-02-02,2025-02-26,8.7,15,MEDIUM,Scheduled
ENG2318,AST0182,SEC032,Ballast Maintenance,Insufficient ballast,4,LOW,2025-10-07,2025-10-07,2025-12-06,4.9,11,LOW,Pending
ENG2319,AST0130,SEC055,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-08-22,2025-08-22,2025-09-15,2.2,3,MEDIUM,Pending
ENG2320,AST0374,SEC074,Welding,Weld depression,4,LOW,2025-12-18,2025-12-18,2026-01-14,4.9,6,LOW,Pending
ENG2321,AST0029,SEC029,Turnout Maintenance,Switch tongue wear,4,LOW,2025-07-02,2025-07-03,2025-08-18,5.8,8,LOW,Scheduled
ENG2322,AST0156,SEC006,Rail Inspection,Corrugation,5,LOW,2025-01-16,2025-01-19,2025-04-07,5.9,8,LOW,Scheduled
ENG2323,AST0381,SEC006,Welding,Misaligned weld,3,MEDIUM,2025-04-12,2025-04-13,2025-05-02,10.7,12,MEDIUM,Scheduled
ENG2324,AST0308,SEC008,Turnout Maintenance,Crossing nose defect,4,LOW,2025-07-11,2025-07-14,2025-09-06,5.3,2,LOW,Pending
ENG2325,AST0013,SEC013,Welding,Weld crack,4,LOW,2025-11-12,2025-11-14,2026-01-10,5.6,3,LOW,In Progress
ENG2326,AST0275,SEC050,Welding,Misaligned weld,3,MEDIUM,2025-06-02,2025-06-03,2025-06-17,1.4,4,MEDIUM,Pending
ENG2327,AST0269,SEC044,Rail Inspection,Corrugation,2,HIGH,2025-05-16,2025-05-18,2025-06-01,6.4,9,HIGH,Completed
ENG2328,AST0125,SEC050,Track Geometry Correction,Cross-level error,4,LOW,2025-02-07,2025-02-10,2025-04-04,7.0,10,LOW,Completed
ENG2329,AST0160,SEC010,Rail Replacement,End-post fracture,3,MEDIUM,2025-11-11,2025-11-12,2025-12-11,7.7,6,MEDIUM,Cancelled
ENG2330,AST0376,SEC001,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-04-29,2025-05-01,2025-05-26,11.3,2,MEDIUM,Pending
ENG2331,AST0289,SEC064,Turnout Maintenance,Point mechanism fault,4,LOW,2025-10-01,2025-10-01,2025-11-07,9.4,13,LOW,Pending
ENG2332,AST0004,SEC004,Track Alignment,Vertical misalignment,3,MEDIUM,2025-12-13,2025-12-16,2026-01-14,2.4,12,MEDIUM,Pending
ENG2333,AST0237,SEC012,Track Alignment,Lateral misalignment,2,HIGH,2025-04-05,2025-04-07,2025-04-19,1.6,4,HIGH,In Progress
ENG2334,AST0146,SEC071,Rail Inspection,Gauge deviation,3,MEDIUM,2025-04-03,2025-04-04,2025-04-30,10.9,11,MEDIUM,Completed
ENG2335,AST0100,SEC025,Sleeper Replacement,Broken concrete sleeper,1,CRITICAL,2025-11-25,2025-11-25,2025-12-02,1.3,2,HIGH,Pending
ENG2336,AST0322,SEC022,Track Geometry Correction,Twist fault,3,MEDIUM,2025-05-20,2025-05-23,2025-06-19,6.8,8,MEDIUM,Completed
ENG2337,AST0300,SEC075,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-11-30,2025-12-02,2025-12-27,11.3,8,MEDIUM,Scheduled
ENG2338,AST0372,SEC072,Welding,Weld depression,2,HIGH,2025-10-18,2025-10-19,2025-10-26,5.8,11,HIGH,Completed
ENG2339,AST0273,SEC048,Track Geometry Correction,Cross-level error,2,HIGH,2025-04-07,2025-04-08,2025-04-16,7.4,9,HIGH,Scheduled
ENG2340,AST0258,SEC033,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-06-04,2025-06-07,2025-06-29,3.0,9,MEDIUM,In Progress
ENG2341,AST0049,SEC049,Track Alignment,Buckling risk,5,LOW,2025-10-07,2025-10-10,2026-01-05,10.4,5,LOW,Pending
ENG2342,AST0238,SEC013,Track Alignment,Cant deficiency,4,LOW,2025-03-17,2025-03-18,2025-05-07,8.2,4,LOW,Completed
ENG2343,AST0113,SEC038,Track Alignment,Cant deficiency,4,LOW,2025-07-30,2025-07-31,2025-08-25,1.4,15,LOW,Completed
ENG2344,AST0221,SEC071,Sleeper Replacement,Missing sleeper,4,LOW,2025-08-04,2025-08-06,2025-09-15,7.2,4,LOW,Pending
ENG2345,AST0159,SEC009,Track Geometry Correction,Alignment defect,4,LOW,2025-12-10,2025-12-12,2026-02-10,4.8,4,LOW,Pending
ENG2346,AST0257,SEC032,Welding,Weld depression,3,MEDIUM,2025-05-27,2025-05-29,2025-06-13,5.7,13,MEDIUM,Completed
ENG2347,AST0257,SEC032,Track Geometry Correction,Cross-level error,2,HIGH,2025-01-17,2025-01-18,2025-01-27,11.3,6,HIGH,Completed
ENG2348,AST0130,SEC055,Sleeper Replacement,Decayed wooden sleeper,1,CRITICAL,2025-05-10,2025-05-13,2025-05-18,3.0,3,HIGH,Completed
ENG2349,AST0206,SEC056,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-04-06,2025-04-06,2025-05-04,7.9,5,MEDIUM,In Progress
ENG2350,AST0031,SEC031,Rail Replacement,Severely worn rail,2,HIGH,2025-08-21,2025-08-24,2025-09-04,4.1,15,HIGH,Pending
ENG2351,AST0242,SEC017,Track Geometry Correction,Cross-level error,4,LOW,2025-02-23,2025-02-23,2025-04-08,9.5,11,LOW,Completed
ENG2352,AST0159,SEC009,Track Geometry Correction,Gauge irregularity,5,LOW,2025-09-12,2025-09-13,2025-12-05,7.2,12,LOW,Pending
ENG2353,AST0003,SEC003,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-11-12,2025-11-12,2025-12-09,10.7,13,MEDIUM,Pending
ENG2354,AST0344,SEC044,Turnout Maintenance,Crossing nose defect,4,LOW,2025-10-03,2025-10-06,2025-11-20,11.3,3,LOW,Pending
ENG2355,AST0391,SEC016,Sleeper Replacement,Missing sleeper,4,LOW,2025-01-25,2025-01-25,2025-03-06,7.8,3,LOW,Cancelled
ENG2356,AST0284,SEC059,Track Alignment,Vertical misalignment,5,LOW,2025-09-02,2025-09-04,2025-10-22,4.1,6,LOW,Completed
ENG2357,AST0346,SEC046,Rail Inspection,Corrugation,3,MEDIUM,2025-05-16,2025-05-18,2025-06-13,11.9,5,MEDIUM,Completed
ENG2358,AST0169,SEC019,Turnout Maintenance,Switch tongue wear,2,HIGH,2025-11-22,2025-11-23,2025-12-08,1.3,5,HIGH,Pending
ENG2359,AST0012,SEC012,Welding,Weld depression,4,LOW,2025-08-06,2025-08-08,2025-09-17,10.4,5,LOW,Completed
ENG2360,AST0387,SEC012,Rail Replacement,Rail end batter,1,CRITICAL,2025-04-09,2025-04-09,2025-04-13,4.1,9,HIGH,Cancelled
ENG2361,AST0089,SEC014,Rail Replacement,End-post fracture,3,MEDIUM,2025-11-30,2025-11-30,2025-12-22,1.3,8,MEDIUM,Scheduled
ENG2362,AST0011,SEC011,Rail Replacement,Rail end batter,4,LOW,2025-05-31,2025-06-03,2025-07-10,5.9,4,LOW,In Progress
ENG2363,AST0339,SEC039,Track Geometry Correction,Cross-level error,4,LOW,2025-08-07,2025-08-10,2025-09-29,3.3,2,LOW,Pending
ENG2364,AST0275,SEC050,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-01-02,2025-01-04,2025-01-11,4.9,10,HIGH,Pending
ENG2365,AST0013,SEC013,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-05-31,2025-06-03,2025-07-02,3.8,10,MEDIUM,Pending
ENG2366,AST0227,SEC002,Rail Replacement,Broken rail,3,MEDIUM,2025-10-05,2025-10-05,2025-11-02,5.7,2,MEDIUM,Pending
ENG2367,AST0065,SEC065,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-06-01,2025-06-04,2025-06-13,4.8,4,HIGH,In Progress
ENG2368,AST0398,SEC023,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-08-10,2025-08-10,2025-09-01,5.9,6,MEDIUM,Completed
ENG2369,AST0254,SEC029,Track Alignment,Buckling risk,3,MEDIUM,2025-05-30,2025-05-31,2025-06-28,3.0,13,MEDIUM,Completed
ENG2370,AST0295,SEC070,Sleeper Replacement,Missing sleeper,2,HIGH,2025-09-05,2025-09-08,2025-09-23,11.4,7,HIGH,Scheduled
ENG2371,AST0397,SEC022,Rail Inspection,Corrugation,3,MEDIUM,2025-11-28,2025-11-28,2025-12-19,6.0,15,MEDIUM,Completed
ENG2372,AST0011,SEC011,Rail Inspection,Gauge deviation,3,MEDIUM,2025-06-20,2025-06-22,2025-07-13,10.8,5,MEDIUM,Pending
ENG2373,AST0074,SEC074,Welding,Misaligned weld,3,MEDIUM,2025-07-27,2025-07-27,2025-08-22,2.9,2,MEDIUM,Pending
ENG2374,AST0124,SEC049,Track Alignment,Lateral misalignment,5,LOW,2025-02-16,2025-02-17,2025-04-27,7.5,12,LOW,Scheduled
ENG2375,AST0178,SEC028,Ballast Maintenance,Insufficient ballast,4,LOW,2025-12-01,2025-12-03,2026-01-27,2.6,8,LOW,Pending
ENG2376,AST0254,SEC029,Sleeper Replacement,Missing sleeper,1,CRITICAL,2025-12-06,2025-12-08,2025-12-14,9.6,10,HIGH,Pending
ENG2377,AST0148,SEC073,Rail Inspection,Gauge deviation,3,MEDIUM,2025-08-13,2025-08-13,2025-09-03,4.9,6,MEDIUM,Scheduled
ENG2378,AST0388,SEC013,Welding,Weld depression,3,MEDIUM,2025-02-16,2025-02-16,2025-03-16,1.1,11,MEDIUM,Pending
ENG2379,AST0291,SEC066,Sleeper Replacement,Broken concrete sleeper,5,LOW,2025-04-10,2025-04-11,2025-05-26,8.1,6,LOW,Pending
ENG2380,AST0240,SEC015,Track Alignment,Buckling risk,2,HIGH,2025-10-31,2025-11-03,2025-11-17,6.7,7,HIGH,Pending
ENG2381,AST0224,SEC074,Rail Inspection,Surface defect,5,LOW,2025-06-28,2025-07-01,2025-09-08,4.3,10,LOW,Scheduled
ENG2382,AST0184,SEC034,Turnout Maintenance,Check rail gap,2,HIGH,2025-06-02,2025-06-05,2025-06-12,5.9,14,HIGH,Cancelled
ENG2383,AST0151,SEC001,Rail Replacement,Broken rail,4,LOW,2025-12-02,2025-12-03,2025-12-28,3.1,10,LOW,Scheduled
ENG2384,AST0144,SEC069,Turnout Maintenance,Crossing nose defect,1,CRITICAL,2025-06-22,2025-06-22,2025-06-26,10.9,13,HIGH,Completed
ENG2385,AST0035,SEC035,Rail Replacement,Rail end batter,3,MEDIUM,2025-06-25,2025-06-26,2025-07-26,11.7,7,MEDIUM,Completed
ENG2386,AST0380,SEC005,Ballast Maintenance,Drainage blockage,1,CRITICAL,2025-10-26,2025-10-29,2025-11-02,1.2,15,HIGH,Scheduled
ENG2387,AST0099,SEC024,Rail Inspection,Corrugation,2,HIGH,2025-12-20,2025-12-20,2026-01-02,9.4,10,HIGH,Scheduled
ENG2388,AST0175,SEC025,Rail Inspection,Surface defect,3,MEDIUM,2025-03-04,2025-03-06,2025-03-25,7.8,13,MEDIUM,Scheduled
ENG2389,AST0138,SEC063,Ballast Maintenance,Fouled ballast,5,LOW,2025-10-08,2025-10-09,2025-11-21,4.8,10,LOW,In Progress
ENG2390,AST0321,SEC021,Welding,Misaligned weld,3,MEDIUM,2025-04-02,2025-04-03,2025-04-18,3.2,3,MEDIUM,Completed
ENG2391,AST0196,SEC046,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-03-14,2025-03-16,2025-04-06,8.0,13,MEDIUM,Pending
ENG2392,AST0199,SEC049,Track Alignment,Buckling risk,3,MEDIUM,2025-10-02,2025-10-03,2025-10-22,2.1,10,MEDIUM,Cancelled
ENG2393,AST0355,SEC055,Track Alignment,Cant deficiency,3,MEDIUM,2025-11-05,2025-11-08,2025-11-23,6.3,3,MEDIUM,Scheduled
ENG2394,AST0115,SEC040,Rail Inspection,Surface defect,3,MEDIUM,2025-08-15,2025-08-16,2025-09-08,4.0,4,MEDIUM,Cancelled
ENG2395,AST0381,SEC006,Welding,Misaligned weld,3,MEDIUM,2025-06-27,2025-06-28,2025-07-16,4.0,2,MEDIUM,Scheduled
ENG2396,AST0267,SEC042,Track Alignment,Cant deficiency,3,MEDIUM,2025-08-29,2025-08-31,2025-09-21,7.6,8,MEDIUM,Scheduled
ENG2397,AST0139,SEC064,Track Geometry Correction,Twist fault,3,MEDIUM,2025-08-28,2025-08-28,2025-09-25,7.3,2,MEDIUM,Completed
ENG2398,AST0067,SEC067,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-10-30,2025-11-01,2025-11-05,2.4,10,HIGH,Scheduled
ENG2399,AST0250,SEC025,Ballast Maintenance,Fouled ballast,5,LOW,2025-01-24,2025-01-25,2025-03-31,3.3,7,LOW,Completed
ENG2400,AST0027,SEC027,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-04-08,2025-04-10,2025-04-18,11.9,7,HIGH,Scheduled
ENG2401,AST0288,SEC063,Track Geometry Correction,Twist fault,1,CRITICAL,2025-07-27,2025-07-29,2025-08-02,4.9,10,HIGH,Pending
ENG2402,AST0279,SEC054,Track Alignment,Vertical misalignment,2,HIGH,2025-03-18,2025-03-19,2025-04-02,9.4,6,HIGH,Scheduled
ENG2403,AST0362,SEC062,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-09-25,2025-09-27,2025-10-04,3.1,3,HIGH,Scheduled
ENG2404,AST0303,SEC003,Turnout Maintenance,Point mechanism fault,2,HIGH,2025-08-07,2025-08-09,2025-08-20,10.4,2,HIGH,Scheduled
ENG2405,AST0323,SEC023,Rail Inspection,Surface defect,2,HIGH,2025-06-18,2025-06-21,2025-07-06,10.2,6,HIGH,Pending
ENG2406,AST0047,SEC047,Welding,Weld crack,3,MEDIUM,2025-05-01,2025-05-02,2025-05-27,5.0,2,MEDIUM,Pending
ENG2407,AST0123,SEC048,Rail Replacement,Rail end batter,3,MEDIUM,2025-11-19,2025-11-20,2025-12-06,10.7,2,MEDIUM,Completed
ENG2408,AST0028,SEC028,Rail Inspection,Worn rail head,2,HIGH,2025-07-16,2025-07-19,2025-08-01,10.7,7,HIGH,Completed
ENG2409,AST0138,SEC063,Ballast Maintenance,Fouled ballast,5,LOW,2025-07-10,2025-07-10,2025-09-20,8.3,5,LOW,In Progress
ENG2410,AST0095,SEC020,Sleeper Replacement,Missing sleeper,4,LOW,2025-09-18,2025-09-19,2025-10-31,10.4,10,LOW,Cancelled
ENG2411,AST0370,SEC070,Rail Replacement,Rail end batter,2,HIGH,2025-03-24,2025-03-25,2025-04-05,8.3,8,HIGH,Pending
ENG2412,AST0199,SEC049,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-03-03,2025-03-03,2025-03-21,9.3,11,MEDIUM,Pending
ENG2413,AST0181,SEC031,Sleeper Replacement,Missing sleeper,4,LOW,2025-12-17,2025-12-20,2026-02-07,5.1,4,LOW,Scheduled
ENG2414,AST0319,SEC019,Ballast Maintenance,Vegetation growth,2,HIGH,2025-05-05,2025-05-05,2025-05-14,5.6,11,HIGH,Pending
ENG2415,AST0262,SEC037,Rail Replacement,Rail end batter,5,LOW,2025-10-08,2025-10-08,2025-11-25,10.2,6,LOW,Scheduled
ENG2416,AST0078,SEC003,Turnout Maintenance,Switch tongue wear,4,LOW,2025-12-20,2025-12-20,2026-02-03,4.2,5,LOW,Completed
ENG2417,AST0159,SEC009,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-04-05,2025-04-07,2025-04-21,5.5,11,MEDIUM,Completed
ENG2418,AST0400,SEC025,Welding,Weld depression,3,MEDIUM,2025-07-12,2025-07-14,2025-07-31,6.3,13,MEDIUM,Completed
ENG2419,AST0209,SEC059,Rail Inspection,Gauge deviation,3,MEDIUM,2025-06-09,2025-06-10,2025-07-10,5.5,13,MEDIUM,Cancelled
ENG2420,AST0386,SEC011,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-06-04,2025-06-07,2025-06-15,1.7,11,HIGH,Completed
ENG2421,AST0043,SEC043,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-03-25,2025-03-27,2025-04-13,9.5,2,MEDIUM,Cancelled
ENG2422,AST0055,SEC055,Ballast Maintenance,Vegetation growth,4,LOW,2025-07-31,2025-08-02,2025-09-06,11.9,4,LOW,Cancelled
ENG2423,AST0040,SEC040,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-04-09,2025-04-10,2025-05-08,3.1,15,MEDIUM,Pending
ENG2424,AST0314,SEC014,Sleeper Replacement,Missing sleeper,4,LOW,2025-01-25,2025-01-27,2025-03-02,10.6,5,LOW,Completed
ENG2425,AST0059,SEC059,Track Alignment,Vertical misalignment,4,LOW,2025-04-08,2025-04-08,2025-05-15,7.9,7,LOW,Scheduled
ENG2426,AST0088,SEC013,Track Alignment,Vertical misalignment,4,LOW,2025-05-11,2025-05-11,2025-06-20,3.5,13,LOW,Pending
ENG2427,AST0248,SEC023,Rail Inspection,Corrugation,5,LOW,2025-09-19,2025-09-20,2025-11-24,3.5,11,LOW,Completed
ENG2428,AST0094,SEC019,Ballast Maintenance,Vegetation growth,4,LOW,2025-08-03,2025-08-03,2025-09-01,1.8,14,LOW,Scheduled
ENG2429,AST0037,SEC037,Rail Inspection,Surface defect,5,LOW,2025-05-07,2025-05-07,2025-08-03,11.5,2,LOW,Pending
ENG2430,AST0318,SEC018,Track Alignment,Vertical misalignment,3,MEDIUM,2025-08-26,2025-08-26,2025-09-17,4.5,12,MEDIUM,Scheduled
ENG2431,AST0191,SEC041,Rail Replacement,Rail end batter,3,MEDIUM,2025-11-03,2025-11-05,2025-11-20,8.6,14,MEDIUM,Scheduled
ENG2432,AST0029,SEC029,Ballast Maintenance,Fouled ballast,2,HIGH,2025-01-22,2025-01-22,2025-02-05,3.3,4,HIGH,Completed
ENG2433,AST0370,SEC070,Welding,Misaligned weld,1,CRITICAL,2025-01-31,2025-02-01,2025-02-08,3.4,7,HIGH,Completed
ENG2434,AST0024,SEC024,Track Geometry Correction,Alignment defect,1,CRITICAL,2025-02-22,2025-02-23,2025-03-01,7.9,3,HIGH,Completed
ENG2435,AST0026,SEC026,Rail Inspection,Worn rail head,3,MEDIUM,2025-12-04,2025-12-06,2026-01-05,10.6,15,MEDIUM,Completed
ENG2436,AST0003,SEC003,Track Alignment,Vertical misalignment,2,HIGH,2025-04-14,2025-04-17,2025-04-30,6.9,15,HIGH,Pending
ENG2437,AST0024,SEC024,Ballast Maintenance,Drainage blockage,4,LOW,2025-12-15,2025-12-16,2026-01-11,8.1,4,LOW,Cancelled
ENG2438,AST0391,SEC016,Welding,Misaligned weld,5,LOW,2025-04-16,2025-04-18,2025-06-03,1.2,2,LOW,Scheduled
ENG2439,AST0359,SEC059,Ballast Maintenance,Drainage blockage,4,LOW,2025-06-24,2025-06-26,2025-07-29,1.5,9,LOW,Pending
ENG2440,AST0245,SEC020,Rail Replacement,Rail end batter,3,MEDIUM,2025-08-11,2025-08-12,2025-08-27,6.3,7,MEDIUM,Pending
ENG2441,AST0153,SEC003,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-08-02,2025-08-05,2025-08-22,4.3,9,MEDIUM,Cancelled
ENG2442,AST0004,SEC004,Welding,Weld crack,1,CRITICAL,2025-07-27,2025-07-28,2025-08-01,6.6,11,HIGH,Completed
ENG2443,AST0392,SEC017,Rail Inspection,Worn rail head,3,MEDIUM,2025-11-22,2025-11-22,2025-12-20,7.6,6,MEDIUM,Pending
ENG2444,AST0158,SEC008,Rail Replacement,End-post fracture,2,HIGH,2025-08-19,2025-08-19,2025-08-31,11.2,13,HIGH,Scheduled
ENG2445,AST0015,SEC015,Rail Inspection,Corrugation,2,HIGH,2025-02-12,2025-02-14,2025-02-26,6.0,5,HIGH,Cancelled
ENG2446,AST0176,SEC026,Turnout Maintenance,Check rail gap,1,CRITICAL,2025-05-05,2025-05-08,2025-05-12,7.1,5,HIGH,Completed
ENG2447,AST0067,SEC067,Track Alignment,Buckling risk,2,HIGH,2025-11-18,2025-11-21,2025-12-06,7.3,8,HIGH,Completed
ENG2448,AST0356,SEC056,Track Alignment,Buckling risk,3,MEDIUM,2025-07-26,2025-07-28,2025-08-20,10.4,7,MEDIUM,Completed
ENG2449,AST0030,SEC030,Track Alignment,Lateral misalignment,3,MEDIUM,2025-01-19,2025-01-19,2025-02-08,3.1,13,MEDIUM,In Progress
ENG2450,AST0219,SEC069,Track Geometry Correction,Alignment defect,5,LOW,2025-05-21,2025-05-24,2025-07-11,10.1,2,LOW,Pending
ENG2451,AST0248,SEC023,Ballast Maintenance,Insufficient ballast,4,LOW,2025-08-24,2025-08-27,2025-10-17,6.4,8,LOW,Pending
ENG2452,AST0033,SEC033,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-02-21,2025-02-22,2025-03-19,4.6,6,MEDIUM,In Progress
